0,City,Country,Latitude,Temperature,Humidity,Cloud Cover,Wind Speed,Date
<citipy.citipy.City object at 0x000002075FA83588>,isiro,cd,2.77,68.67,94,76,2.93,1521787173
<citipy.citipy.City object at 0x0000020760582AC8>,hermitage,us,41.23,23.77,79,1,3.36,1521785700
<citipy.citipy.City object at 0x00000207604DB748>,marshall,us,39.39,35.33,86,1,3.15,1521784500
<citipy.citipy.City object at 0x000002075FE5D828>,klaksvik,fo,62.23,39.2,86,92,11.99,1521784200
<citipy.citipy.City object at 0x000002075F5606A0>,aripuana,br,-9.17,76.95,91,56,2.37,1521787174
<citipy.citipy.City object at 0x000002075FF7CD30>,qaqortoq,gl,60.72,26.6,53,0,10.29,1521784200
<citipy.citipy.City object at 0x0000020760F47978>,salym,ru,60.06,18.36,70,64,7.63,1521787175
<citipy.citipy.City object at 0x000002075F74C9E8>,necochea,ar,-38.55,64.35,73,44,14.34,1521787176
<citipy.citipy.City object at 0x000002075F790080>,portland,au,45.52,40.32,86,90,11.41,1521785700
<citipy.citipy.City object at 0x000002075FA35E48>,halifax,ca,44.65,32,100,90,16.11,1521784800
<citipy.citipy.City object at 0x0000020761014DD8>,tabuk,sa,17.41,72.9,62,68,3.04,1521787177
<citipy.citipy.City object at 0x000002075FDD1518>,san cristobal,ec,-0.39,51.8,93,40,4.7,1521784800
<citipy.citipy.City object at 0x000002075F8115F8>,itapipoca,br,-3.5,72.99,100,80,2.93,1521787177
<citipy.citipy.City object at 0x0000020760663390>,ankazoabo,mg,-22.29,85.41,55,0,4.72,1521787178
<citipy.citipy.City object at 0x000002075FDD8908>,iisaku,ee,59.1,29.79,90,68,14.45,1521787178
<citipy.citipy.City object at 0x000002075FE5DDD8>,sorvag,fo,,,,,,
<citipy.citipy.City object at 0x0000020760663D68>,farafangana,mg,-22.82,76.68,100,88,7.74,1521787178
<citipy.citipy.City object at 0x00000207610533C8>,goderich,sl,43.74,24.21,76,8,10.76,1521787179
<citipy.citipy.City object at 0x000002075F796EF0>,oranjestad,aw,12.52,78.8,83,20,16.11,1521784800
<citipy.citipy.City object at 0x00000207608C8A90>,buin,pg,-33.73,55.4,76,0,6.93,1521784800
<citipy.citipy.City object at 0x000002076005F978>,mahaicony,gy,,,,,,
<citipy.citipy.City object at 0x00000207610AC978>,ayni,tj,39.39,44.28,81,0,1.92,1521787180
<citipy.citipy.City object at 0x0000020760713908>,jimenez,mx,8.54,75.78,75,0,11.99,1521787180
<citipy.citipy.City object at 0x0000020760B87198>,charneca de caparica,pt,38.6,53.6,93,75,10.29,1521784800
<citipy.citipy.City object at 0x000002075FB70940>,shitanjing,cn,39.23,56.16,29,8,6.29,1521786706
<citipy.citipy.City object at 0x0000020760FAC898>,tumannyy,ru,,,,,,
<citipy.citipy.City object at 0x00000207602D1BA8>,paradwip,in,,,,,,
<citipy.citipy.City object at 0x0000020760DF45F8>,dobrinka,ru,52.17,15.12,86,0,10.65,1521787182
<citipy.citipy.City object at 0x000002075FB5F198>,mingshui,cn,22.81,79.11,52,0,6.17,1521787182
<citipy.citipy.City object at 0x00000207602C20B8>,nepa nagar,in,21.47,90.36,25,0,5.73,1521787182
<citipy.citipy.City object at 0x000002075F7B2438>,boa vista,br,2.82,80.6,61,0,6.93,1521784800
<citipy.citipy.City object at 0x0000020760AB5748>,sarangani,ph,5.4,81.81,100,88,1.14,1521787184
<citipy.citipy.City object at 0x000002076059FC50>,mount pleasant,us,33.16,61.88,63,1,10.29,1521785700
<citipy.citipy.City object at 0x000002075F78DEF0>,port hedland,au,-20.31,100.4,47,32,16.11,1521784800
<citipy.citipy.City object at 0x000002075F957048>,attawapiskat,ca,,,,,,
<citipy.citipy.City object at 0x00000207607CC630>,bilma,ne,18.69,68.94,26,20,9.98,1521787185
<citipy.citipy.City object at 0x000002075FC2EC88>,naranjo,cr,10.1,68,60,0,23.04,1521784800
<citipy.citipy.City object at 0x0000020761597DA0>,saleaula,ws,,,,,,
<citipy.citipy.City object at 0x0000020760EF45F8>,nyurba,ru,63.29,26.1,67,76,3.71,1521787186
<citipy.citipy.City object at 0x00000207604AD5C0>,tabiauea,ki,,,,,,
<citipy.citipy.City object at 0x000002075FDF8160>,adeje,es,5.68,73.8,93,36,3.04,1521787187
<citipy.citipy.City object at 0x000002075F7D13C8>,carutapera,br,-1.2,78.48,93,80,5.17,1521787187
<citipy.citipy.City object at 0x000002075FE9ADD8>,laval,fr,45.58,27.18,74,5,5.82,1521784800
<citipy.citipy.City object at 0x000002075FB1F2B0>,meiganga,cm,6.52,66.33,96,92,3.04,1521787188
<citipy.citipy.City object at 0x000002075F5130F0>,batie,bf,45.06,38.39,93,90,9.17,1521784800
<citipy.citipy.City object at 0x00000207604A1240>,malindi,ke,-3.22,84.2,74,75,2.48,1521784800
<citipy.citipy.City object at 0x00000207607C27B8>,luderitz,na,-26.65,57.2,100,0,5.82,1521784800
<citipy.citipy.City object at 0x0000020760DA2BA8>,apatity,ru,67.57,10.89,75,8,3.71,1521787190
<citipy.citipy.City object at 0x000002076159CA90>,chirongui,yt,-12.93,86,74,40,2.24,1521784800
<citipy.citipy.City object at 0x000002075F7901D0>,port macquarie,au,-31.43,66.2,100,75,9.64,1521784800
<citipy.citipy.City object at 0x000002076028C668>,mahad,in,18.08,83.34,60,0,6.4,1521787098
<citipy.citipy.City object at 0x000002075FC4C358>,praia,cv,-20.25,66.2,88,90,3.49,1521784800
<citipy.citipy.City object at 0x0000020760FA06A0>,tilichiki,ru,60.47,8.1,71,88,16.24,1521787191
<citipy.citipy.City object at 0x00000207606556D8>,darnah,ly,32.77,60.93,100,88,17.25,1521787192
<citipy.citipy.City object at 0x0000020760E360F0>,kamenka,ru,53.19,22.32,90,80,10.09,1521786745
<citipy.citipy.City object at 0x0000020761209F98>,sterling,us,39,36.55,59,1,8.05,1521785700
<citipy.citipy.City object at 0x00000207611B19E8>,nome,us,30.04,54.93,82,1,7.18,1521785700
<citipy.citipy.City object at 0x000002075FDF5390>,rosetta,eg,31.4,60.8,72,92,1.12,1521781200
<citipy.citipy.City object at 0x00000207611E5C88>,morro bay,us,35.37,49.46,76,75,4.7,1521784560
<citipy.citipy.City object at 0x0000020761131CF8>,chutove,ua,49.72,10.98,71,0,3.94,1521787193
<citipy.citipy.City object at 0x000002076123BD68>,tarpon springs,us,28.15,52.03,100,1,13.22,1521785700
<citipy.citipy.City object at 0x000002075F796518>,wagga wagga,au,-35.12,78.8,36,0,10.29,1521784800
<citipy.citipy.City object at 0x000002075F968E10>,dauphin,ca,51.15,28.4,86,90,8.05,1521784800
<citipy.citipy.City object at 0x00000207608CBDD8>,namatanai,pg,-3.66,84.15,96,24,14.45,1521787195
<citipy.citipy.City object at 0x0000020760139278>,bambanglipuro,id,-7.95,87.48,63,32,6.73,1521787196
<citipy.citipy.City object at 0x000002076090F320>,basco,ph,40.33,37.4,86,90,4.7,1521784800
<citipy.citipy.City object at 0x0000020760DDBC18>,buzdyak,ru,54.57,21.15,93,80,10.2,1521787196
<citipy.citipy.City object at 0x00000207608C3EB8>,haapiti,pf,-17.57,82.4,69,20,4.7,1521784800
<citipy.citipy.City object at 0x0000020760579D68>,newport,us,51.59,44.01,87,90,12.75,1521784200
<citipy.citipy.City object at 0x0000020760E0B5C0>,gayny,ru,60.3,7.11,68,12,3.71,1521787197
<citipy.citipy.City object at 0x0000020761017588>,lata,sb,30.78,56.79,64,0,2.04,1521786656
<citipy.citipy.City object at 0x000002075FB17320>,valdivia,cl,-39.81,55.4,93,75,8.05,1521784800
<citipy.citipy.City object at 0x0000020760F887B8>,strezhevoy,ru,60.73,14,78,0,8.95,1521784800
<citipy.citipy.City object at 0x00000207603D2080>,monopoli,it,40.95,38.82,100,40,16.11,1521784920
<citipy.citipy.City object at 0x00000207607CC4A8>,arlit,ne,18.74,56.7,18,32,12.66,1521787200
<citipy.citipy.City object at 0x00000207605C88D0>,rockport,us,28.02,69.04,83,1,12.75,1521785700
<citipy.citipy.City object at 0x000002075F77EFD0>,flinders,au,-34.58,69.8,64,90,6.93,1521784800
<citipy.citipy.City object at 0x00000207610E6F98>,zonguldak,tr,41.25,50,87,75,3.36,1521784200
<citipy.citipy.City object at 0x0000020760E46240>,kedrovyy,ru,56.17,50,61,40,11.18,1521784800
<citipy.citipy.City object at 0x00000207610146D8>,jizan,sa,16.89,87.8,55,0,3.15,1521784800
<citipy.citipy.City object at 0x00000207604E5A58>,meridian,us,32.36,43.75,87,1,3.38,1521784680
<citipy.citipy.City object at 0x000002075F7767B8>,atherton,au,53.52,45.16,75,20,11.41,1521786000
<citipy.citipy.City object at 0x000002076157CC88>,ciudad ojeda,ve,10.22,82.89,90,68,6.85,1521787203
